candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0201,0,associate,"tableau, leadership, agile","Experienced business analyst with 0 years working with tableau, leadership, agile",business_analyst,0
CAND_0202,7,bachelor,"sql, critical thinking, excel, problem solving","Experienced business analyst with 7 years working with sql, critical thinking, excel",business_analyst,1
CAND_0203,10,bachelor,"leadership, programming","Experienced developer with 10 years working with leadership, programming",developer,1
CAND_0204,10,bachelor,"tableau, communication, statistics, critical thinking, excel, sql, data analysis, powerbi","Experienced analyst with 10 years working with tableau, communication, statistics",analyst,1
CAND_0205,9,bachelor,"adaptability, teamwork, indesign, leadership, design, adobe creative suite, web design, typography","Experienced graphic designer with 9 years working with adaptability, teamwork, indesign",graphic_designer,1
CAND_0206,9,associate,"mongodb, time management, vue, webpack","Experienced web developer with 9 years working with mongodb, time management, vue",web_developer,0
CAND_0207,1,phd,"teamwork, vue, problem solving, leadership, react, javascript, html, typescript, webpack, css","Experienced frontend developer with 1 years working with teamwork, vue, problem solving",frontend_developer,1
CAND_0208,0,high_school,"testing, communication, manual testing, ci/cd, teamwork, problem solving, bug tracking, api testing, quality assurance","Experienced qa engineer with 0 years working with testing, communication, manual testing",qa_engineer,1
CAND_0209,2,associate,"teamwork, time management, problem solving","Experienced devops engineer with 2 years working with teamwork, time management, problem solving",devops_engineer,0
CAND_0210,9,associate,"statistics, problem solving, leadership, sql, time management","Experienced analyst with 9 years working with statistics, problem solving, leadership",analyst,0
CAND_0211,6,master,"kotlin, push notifications, google play, adaptability, flutter","Experienced mobile developer with 6 years working with kotlin, push notifications, google play",mobile_developer,0
CAND_0212,0,associate,"r, teamwork, statistics, powerbi","Experienced analyst with 0 years working with r, teamwork, statistics",analyst,0
CAND_0213,0,bachelor,"adaptability, jira, leadership, confluence, scrum, time management, agile","Experienced project manager with 0 years working with adaptability, jira, leadership",project_manager,0
CAND_0214,8,master,"statistics, creativity, excel, data analysis","Experienced analyst with 8 years working with statistics, creativity, excel",analyst,1
CAND_0215,3,phd,"automation testing, testing, communication, teamwork, leadership, quality assurance","Experienced qa engineer with 3 years working with automation testing, testing, communication",qa_engineer,1
CAND_0216,0,high_school,"testing, security testing, manual testing, adaptability, problem solving, quality assurance","Experienced qa engineer with 0 years working with testing, security testing, manual testing",qa_engineer,1
CAND_0217,5,associate,"communication, teamwork, technical skills, product management, analytics, time management, agile","Experienced product manager with 5 years working with communication, teamwork, technical skills",product_manager,1
CAND_0218,3,master,"adaptability, swift, mobile, firebase","Experienced mobile developer with 3 years working with adaptability, swift, mobile",mobile_developer,1
CAND_0219,0,bachelor,"pandas, adaptability, python, problem solving, data visualization, sql, excel","Experienced data analyst with 0 years working with pandas, adaptability, python",data_analyst,1
CAND_0220,1,high_school,"critical thinking, leadership, design, adobe creative suite, web design","Experienced graphic designer with 1 years working with critical thinking, leadership, design",graphic_designer,1
CAND_0221,0,high_school,"programming, adaptability, teamwork, critical thinking, java, javascript","Experienced developer with 0 years working with programming, adaptability, teamwork",developer,1
CAND_0222,1,high_school,"automation testing, security testing, communication, performance testing, selenium","Experienced qa engineer with 1 years working with automation testing, security testing, communication",qa_engineer,0
CAND_0223,3,associate,"machine learning, communication, statistics, critical thinking, time management","Experienced data scientist with 3 years working with machine learning, communication, statistics",data_scientist,0
CAND_0224,9,high_school,"communication, app store, google play, adaptability","Experienced mobile developer with 9 years working with communication, app store, google play",mobile_developer,0
CAND_0225,1,associate,"networking, communication, teamwork, adaptability","Experienced system administrator with 1 years working with networking, communication, teamwork",system_administrator,0
CAND_0226,2,high_school,"tableau, communication, teamwork, creativity, sql, excel","Experienced business analyst with 2 years working with tableau, communication, teamwork",business_analyst,1
CAND_0227,2,associate,"adaptability, problem solving, javascript, creativity, html, css","Experienced web developer with 2 years working with adaptability, problem solving, javascript",web_developer,1
CAND_0228,3,phd,"critical thinking, creativity, nodejs, microservices","Experienced fullstack developer with 3 years working with critical thinking, creativity, nodejs",fullstack_developer,0
CAND_0229,5,phd,"kotlin, problem solving, swift, time management, flutter","Experienced mobile developer with 5 years working with kotlin, problem solving, swift",mobile_developer,0
CAND_0230,0,associate,"vmware, communication, security, linux, critical thinking, networking, powershell, windows, time management","Experienced system administrator with 0 years working with vmware, communication, security",system_administrator,1
CAND_0231,0,high_school,"python, c#, leadership, programming","Experienced software developer with 0 years working with python, c#, leadership",software_developer,1
CAND_0232,8,associate,"teamwork, stakeholder management, project management, risk management","Experienced project manager with 8 years working with teamwork, stakeholder management, project management",project_manager,1
